date,open,high,low,close,adjClose,volume,dividend,split
2018-06-22,1171.49,1175.0,1159.65,1169.29,58.0224996006761,1711003,0.0,1.0
2018-06-25,1155.0,1155.99,1119.9,1139.28,56.5333436059987,2884131,0.0,1.0
2018-06-26,1144.14,1146.87,1129.0,1132.62,56.2028611360037,1734414,0.0,1.0
2018-06-27,1136.0,1146.21,1116.7,1116.94,55.4247882937331,1726866,0.0,1.0
2018-06-28,1112.39,1134.0,1106.07,1126.78,55.9130686998519,1486675,0.0,1.0
2018-06-29,1132.31,1141.36,1127.02,1129.19,56.032657701757,1578116,0.0,1.0
2018-07-02,1115.35,1142.99,1106.6,1142.11,56.6737738447504,1161040,0.0,1.0
2018-07-03,1149.42,1149.91,1114.43,1116.28,55.3920377786885,822394,0.0,1.0
2018-07-05,1124.6,1144.14,1123.12,1141.29,56.6330838109071,1429710,0.0,1.0
2018-07-06,1141.77,1156.2,1137.24,1155.08,57.3173710873683,1090967,0.0,1.0
2018-07-09,1160.0,1167.93,1157.23,1167.28,57.9227593957676,1079201,0.0,1.0
2018-07-10,1169.99,1173.5,1162.56,1167.14,57.9158123168188,1066704,0.0,1.0
2018-07-11,1155.62,1180.44,1155.37,1171.46,58.1301793243832,1662633,0.0,1.0
2018-07-12,1174.86,1201.99,1173.1,1201.26,59.6089147006372,2207431,0.0,1.0
2018-07-13,1202.8,1210.44,1195.29,1204.42,59.7657201969112,1631857,0.0,1.0
2018-07-16,1203.81,1208.71,1193.4,1196.51,59.3732102363014,1339237,0.0,1.0
2018-07-17,1182.74,1218.76,1182.0,1213.08,60.1954466518897,2008133,0.0,1.0
2018-07-18,1208.53,1221.59,1204.56,1212.91,60.1870109131661,1947397,0.0,1.0
2018-07-19,1206.65,1216.48,1197.73,1199.1,59.5017311968551,1916892,0.0,1.0
2018-07-20,1199.24,1210.77,1196.59,1197.88,59.4411923660151,1898376,0.0,1.0
2018-07-23,1195.66,1215.1,1192.01,1211.0,60.0922329075069,3272304,0.0,1.0
2018-07-24,1271.0,1275.0,1244.14,1258.15,62.4319098534928,5380032,0.0,1.0
2018-07-25,1252.62,1278.24,1249.05,1275.94,63.314685099921,2575437,0.0,1.0
2018-07-26,1267.18,1287.4,1263.0,1285.5,63.7890713481421,2734302,0.0,1.0
2018-07-27,1289.12,1291.44,1244.49,1252.89,62.1708981729862,2418090,0.0,1.0
2018-07-30,1245.05,1252.89,1224.17,1230.04,61.0370356445498,2194837,0.0,1.0
2018-07-31,1231.71,1241.21,1216.19,1227.22,60.897101625723,1969111,0.0,1.0
2018-08-01,1239.11,1245.9,1224.94,1232.99,61.1834205224004,1849740,0.0,1.0
2018-08-02,1218.5,1244.41,1218.06,1241.13,61.5873435412833,1735180,0.0,1.0
2018-08-03,1245.18,1246.52,1229.42,1238.16,61.4399662235828,1063244,0.0,1.0
2018-08-06,1241.61,1242.46,1230.53,1237.67,61.4156514472618,1105916,0.0,1.0
2018-08-07,1252.01,1266.08,1251.8,1255.84,62.3172830508369,2125256,0.0,1.0
2018-08-08,1256.72,1271.72,1252.12,1261.33,62.5897077896166,1718664,0.0,1.0
2018-08-09,1262.73,1271.96,1260.1,1264.46,62.7450246261157,1366318,0.0,1.0
2018-08-10,1259.18,1261.2,1247.16,1252.51,62.1520418158393,1334387,0.0,1.0
2018-08-13,1251.2,1265.97,1247.03,1248.64,61.9600047048963,1380882,0.0,1.0
2018-08-14,1252.5,1260.59,1239.54,1258.14,62.4314136335679,1403991,0.0,1.0
2018-08-15,1244.28,1251.98,1226.24,1232.22,61.1452115881818,1852558,0.0,1.0
2018-08-16,1241.99,1243.7,1219.63,1224.06,60.7402961294491,1608799,0.0,1.0
2018-08-17,1222.04,1226.95,1204.0,1215.85,60.3328995710919,1654629,0.0,1.0
2018-08-20,1220.66,1225.91,1208.7,1221.95,60.6355937252915,1111173,0.0,1.0
2018-08-21,1223.02,1232.76,1215.03,1217.41,60.410309879379,1154093,0.0,1.0
2018-08-22,1214.22,1226.53,1213.22,1221.75,60.6256693267932,1114832,0.0,1.0
2018-08-23,1219.88,1235.17,1219.35,1221.16,60.596392351223,1233347,0.0,1.0
2018-08-24,1226.0,1237.4,1221.42,1236.75,61.3699992141694,1222653,0.0,1.0
2018-08-27,1244.14,1257.87,1240.68,1256.27,62.3386205076083,1428992,0.0,1.0
2018-08-28,1255.9,1256.56,1242.97,1245.86,61.8220555657692,1366516,0.0,1.0
2018-08-29,1255.0,1267.17,1252.8,1264.65,62.7544528046892,1846615,0.0,1.0
2018-08-30,1263.4,1269.49,1247.21,1254.44,62.2478122613484,1505219,0.0,1.0
2018-08-31,1252.21,1252.55,1225.75,1231.8,61.1243703513352,2115424,0.0,1.0
2018-09-04,1222.52,1227.87,1206.56,1211.31,60.1076157251793,2072869,0.0,1.0
2018-09-05,1209.22,1214.87,1175.34,1199.1,59.5017311968551,2699394,0.0,1.0
2018-09-06,1198.57,1198.99,1163.61,1183.99,58.7519428903048,2342722,0.0,1.0
2018-09-07,1172.0,1188.55,1169.27,1177.59,58.4343621383576,1633190,0.0,1.0
2018-09-10,1184.2,1186.66,1170.61,1175.06,58.3088184973534,1383938,0.0,1.0
2018-09-11,1171.1,1190.94,1165.95,1189.99,59.0496748452553,1462688,0.0,1.0
2018-09-12,1182.0,1190.69,1166.16,1171.6,58.137126403332,1785833,0.0,1.0
2018-09-13,1179.7,1187.86,1169.22,1182.14,58.660142204195,2003418,0.0,1.0
2018-09-14,1188.0,1188.0,1173.52,1177.98,58.4537147154294,1208767,0.0,1.0
2018-09-17,1177.77,1181.82,1158.46,1159.83,57.5530755517041,1704790,0.0,1.0
2018-09-18,1162.66,1181.33,1161.43,1167.11,57.9143236570441,1615701,0.0,1.0
2018-09-19,1168.96,1176.27,1158.62,1174.27,58.269617123285,1298084,0.0,1.0
2018-09-20,1180.67,1194.0,1176.25,1191.57,59.1280775933922,1462455,0.0,1.0
2018-09-21,1194.92,1196.58,1172.06,1172.12,58.1629298394277,4561119,0.0,1.0
2018-09-24,1159.41,1185.19,1151.5,1179.56,58.5321174635663,1557479,0.0,1.0
2018-09-25,1184.25,1196.86,1174.09,1193.89,59.2432006159731,1657809,0.0,1.0
2018-09-26,1193.69,1207.24,1185.4,1194.06,59.2516363546967,1882524,0.0,1.0
2018-09-27,1200.0,1216.86,1198.05,1207.36,59.9116088548369,1813652,0.0,1.0
2018-09-28,1204.09,1208.45,1197.83,1207.08,59.8977146969392,1780759,0.0,1.0
2018-10-01,1213.0,1224.2,1203.19,1208.53,59.9696665860523,1659364,0.0,1.0
2018-10-02,1206.67,1224.52,1199.66,1207.64,59.9255030127346,2008956,0.0,1.0
2018-10-03,1212.0,1214.18,1202.15,1211.53,60.1185325635275,1312686,0.0,1.0
2018-10-04,1205.03,1205.9,1163.85,1177.07,58.4085587022619,2328778,0.0,1.0
2018-10-05,1176.0,1182.0,1154.32,1167.83,57.9500514916381,1593012,0.0,1.0
2018-10-08,1160.0,1175.86,1135.4,1155.92,57.3590535610614,2309539,0.0,1.0
2018-10-09,1151.31,1161.55,1144.17,1145.17,56.8256171417751,1684728,0.0,1.0
2018-10-10,1136.4,1137.02,1091.51,1092.16,54.1951553197875,2949006,0.0,1.0
2018-10-11,1079.04,1116.06,1075.89,1090.74,54.1246920904493,3384775,0.0,1.0
2018-10-12,1119.64,1125.83,1095.03,1120.54,55.6034274667033,2468920,0.0,1.0
2018-10-15,1118.0,1121.8,1098.22,1102.44,54.7052694026027,1503956,0.0,1.0
2018-10-16,1113.48,1136.37,1111.75,1133.08,56.2256872525499,1918879,0.0,1.0
2018-10-17,1140.0,1147.0,1114.0,1127.59,55.9532625137702,1782614,0.0,1.0
2018-10-18,1130.0,1132.35,1086.34,1097.91,54.4804817766151,2307596,0.0,1.0
2018-10-19,1103.71,1120.95,1097.03,1105.18,54.8412336620301,2064289,0.0,1.0
2018-10-22,1112.51,1121.69,1100.0,1111.37,55.148393795554,1355842,0.0,1.0
2018-10-23,1091.29,1118.0,1079.01,1114.91,55.3240556489748,1884255,0.0,1.0
2018-10-24,1115.0,1116.62,1055.06,1057.12,52.4564007028767,2464295,0.0,1.0
2018-10-25,1080.3,1117.82,1075.55,1103.59,54.7623346939682,3647814,0.0,1.0
2018-10-26,1048.33,1117.0,1042.23,1083.75,53.7778343629319,5321883,0.0,1.0
2018-10-29,1096.54,1108.83,1007.2,1034.73,51.3453642909865,4064452,0.0,1.0
2018-10-30,1020.01,1050.9,1013.97,1049.51,52.0787773400145,2988418,0.0,1.0
2018-10-31,1068.2,1108.0,1068.2,1090.58,54.1167525716506,3545821,0.0,1.0
2018-11-01,1091.4,1099.9,1077.82,1085.98,53.8884914061885,2006575,0.0,1.0
2018-11-02,1089.0,1098.0,1067.66,1071.49,53.1694687349831,2172215,0.0,1.0
2018-11-05,1072.53,1073.35,1034.0,1055.73,52.3874261333132,2267870,0.0,1.0
2018-11-06,1055.02,1079.82,1053.61,1069.57,53.074194509399,1433013,0.0,1.0
2018-11-07,1083.49,1109.93,1080.59,1108.24,54.9930769590548,2169392,0.0,1.0
2018-11-08,1107.3,1108.22,1084.36,1094.63,54.3177216412422,1685193,0.0,1.0
2018-11-09,1084.02,1088.35,1064.26,1077.02,53.4438783534625,1743298,0.0,1.0
2018-11-12,1073.13,1074.1,1040.35,1049.36,52.0713340411407,1700091,0.0,1.0
2018-11-13,1054.81,1066.67,1040.4,1047.97,52.0023594715772,1287475,0.0,1.0
2018-11-14,1060.0,1065.79,1041.11,1054.58,52.3303608419476,1733302,0.0,1.0
2018-11-15,1051.46,1078.87,1041.29,1071.05,53.1476350582867,2079154,0.0,1.0
2018-11-16,1065.23,1072.44,1054.9,1068.27,53.0096859191597,1768308,0.0,1.0
2018-11-19,1063.39,1068.0,1022.87,1027.42,50.9826275258718,2284191,0.0,1.0
2018-11-20,1007.29,1037.35,1002.21,1030.45,51.1329821631218,2722934,0.0,1.0
2018-11-21,1045.31,1054.71,1039.46,1043.43,51.7770756256647,1485172,0.0,1.0
2018-11-23,1033.5,1043.0,1028.52,1030.1,51.1156144657497,708859,0.0,1.0
2018-11-26,1044.0,1057.0,1039.77,1055.94,52.3978467517364,1577941,0.0,1.0
2018-11-27,1051.34,1066.76,1045.5,1052.28,52.2162302592166,1652433,0.0,1.0
2018-11-28,1057.46,1092.86,1042.95,1091.79,54.1767951825656,2302121,0.0,1.0
2018-11-29,1083.53,1100.15,1082.0,1094.58,54.3152405416176,1550523,0.0,1.0
2018-11-30,1095.63,1109.65,1083.18,1109.65,55.0630439684682,2983340,0.0,1.0
2018-12-03,1132.16,1135.0,1111.73,1116.36,55.3960075380878,2876449,0.0,1.0
2018-12-04,1112.99,1114.24,1060.78,1062.47,52.7218783627075,2281485,0.0,1.0
2018-12-06,1045.0,1079.42,1042.48,1078.08,53.4964776655037,2371825,0.0,1.0
2018-12-07,1072.23,1085.03,1039.37,1046.58,51.9333849020137,2134111,0.0,1.0
2018-12-10,1042.94,1059.6,1033.0,1053.18,52.2608900524592,1682646,0.0,1.0
2018-12-11,1066.94,1070.4,1050.1,1061.65,52.6811883288643,1692576,0.0,1.0
2018-12-12,1077.08,1091.73,1071.97,1073.73,53.2806219981646,1447973,0.0,1.0
2018-12-13,1075.67,1088.42,1064.99,1073.54,53.2711938195912,1249403,0.0,1.0
2018-12-14,1060.02,1071.72,1049.37,1051.71,52.1879457234963,1817949,0.0,1.0
2018-12-17,1047.01,1062.38,1016.63,1025.65,50.8947965991614,2496551,0.0,1.0
2018-12-18,1034.0,1059.69,1030.48,1043.41,51.7760831858148,2182019,0.0,1.0
2018-12-19,1047.29,1075.71,1019.43,1035.46,51.3815883455054,2913237,0.0,1.0
2018-12-20,1026.0,1047.44,1007.86,1023.58,50.7920790747035,2683670,0.0,1.0
2018-12-21,1032.04,1037.67,981.19,991.25,49.1878000574452,5232490,0.0,1.0
2018-12-24,984.32,1012.12,977.66,984.67,48.8612873468495,1817955,0.0,1.0
2018-12-26,997.99,1048.45,992.65,1047.85,51.9964048324782,2315862,0.0,1.0
2018-12-27,1026.2,1053.34,1007.0,1052.9,52.2469958945615,2299806,0.0,1.0
2018-12-28,1059.5,1064.23,1042.0,1046.68,51.9383471012628,1718352,0.0,1.0
2018-12-31,1057.83,1062.99,1033.04,1044.96,51.852997274177,1655504,0.0,1.0
2019-01-02,1027.2,1060.79,1025.28,1054.68,52.3353230411968,1593395,0.0,1.0
2019-01-03,1050.67,1066.26,1022.37,1025.47,50.8858646405129,2097957,0.0,1.0
2019-01-04,1042.56,1080.0,1036.86,1078.07,53.4959814455788,2301428,0.0,1.0
2019-01-07,1080.97,1082.7,1062.64,1075.92,53.3892941617216,2372667,0.0,1.0
2019-01-08,1086.0,1093.35,1068.35,1085.37,53.8582219907686,1770654,0.0,1.0
2019-01-09,1087.99,1091.64,1074.37,1081.65,53.6736281786993,1349912,0.0,1.0
2019-01-10,1074.94,1079.81,1064.68,1078.83,53.5336941598725,1329861,0.0,1.0
2019-01-11,1069.9,1073.37,1056.43,1064.47,52.821122347691,1543238,0.0,1.0
2019-01-14,1053.34,1058.45,1048.55,1051.51,52.178021324998,1424486,0.0,1.0
2019-01-15,1058.01,1088.27,1054.44,1086.51,53.9147910622092,1875852,0.0,1.0
2019-01-16,1090.0,1102.36,1088.01,1089.51,54.0636570396844,1914041,0.0,1.0
2019-01-17,1087.99,1100.7,1083.26,1099.12,54.5405243875301,1244801,0.0,1.0
2019-01-18,1108.59,1118.0,1099.28,1107.3,54.9464322861126,2244569,0.0,1.0
2019-01-22,1096.0,1098.97,1070.89,1078.63,53.5237697613742,1981594,0.0,1.0
2019-01-23,1086.86,1092.95,1067.57,1084.41,53.8105848779765,1259738,0.0,1.0
2019-01-24,1082.51,1088.0,1070.02,1084.0,53.7902398610549,1455948,0.0,1.0
2019-01-25,1094.23,1103.36,1091.8,1101.51,54.6591209495854,1163788,0.0,1.0
2019-01-28,1090.07,1093.37,1074.61,1079.86,53.584804812139,1466714,0.0,1.0
2019-01-29,1081.04,1084.73,1066.02,1070.06,53.0985092857199,985248,0.0,1.0
2019-01-30,1077.36,1099.52,1076.64,1097.99,54.4844515360144,1472647,0.0,1.0
2019-01-31,1112.24,1127.67,1105.25,1125.89,55.8689051265342,2011572,0.0,1.0
2019-02-01,1122.29,1134.4,1114.25,1118.62,55.5081532411192,1655813,0.0,1.0
2019-02-04,1119.01,1142.34,1117.51,1141.42,56.6395346699311,3920591,0.0,1.0
2019-02-05,1129.63,1152.77,1123.6,1151.87,57.1580844914698,4114790,0.0,1.0
2019-02-06,1149.27,1154.0,1118.36,1122.89,55.720039149059,2412820,0.0,1.0
2019-02-07,1111.82,1111.99,1093.59,1105.91,54.8774577165491,1914877,0.0,1.0
2019-02-08,1094.88,1105.1,1094.24,1102.38,54.7022920830532,1088327,0.0,1.0
2019-02-11,1103.75,1113.43,1100.0,1102.12,54.6893903650053,924881,0.0,1.0
2019-02-12,1111.01,1132.86,1111.01,1127.58,55.9527662938453,1751771,0.0,1.0
2019-02-13,1133.04,1142.85,1126.0,1128.63,56.0048693859616,1402087,0.0,1.0
2019-02-14,1125.0,1136.13,1117.09,1129.2,56.0331539216819,1055297,0.0,1.0
2019-02-15,1139.3,1139.3,1116.72,1119.63,55.5582714535359,1391348,0.0,1.0
2019-02-19,1116.64,1129.64,1116.64,1126.51,55.8996707618791,1099259,0.0,1.0
2019-02-20,1128.88,1130.93,1111.75,1120.59,55.6059085663279,1204533,0.0,1.0
2019-02-21,1118.78,1119.15,1097.98,1104.21,54.7931003293131,1663980,0.0,1.0
2019-02-22,1109.7,1117.25,1100.5,1116.56,55.4059319365862,1471783,0.0,1.0
2019-02-25,1121.93,1125.4,1114.11,1117.33,55.4441408708048,1310362,0.0,1.0
2019-02-26,1114.37,1126.44,1106.7,1122.01,55.6763717956662,1751261,0.0,1.0
2019-02-27,1114.01,1125.73,1108.56,1122.89,55.720039149059,1104881,0.0,1.0
2019-02-28,1119.0,1133.99,1118.41,1126.55,55.9016556415787,1371355,0.0,1.0
2019-03-01,1131.0,1150.0,1131.0,1148.52,56.9918508166225,1704258,0.0,1.0
2019-03-04,1154.56,1165.52,1138.25,1153.42,57.234998579832,1774467,0.0,1.0
2019-03-05,1156.0,1176.49,1153.02,1169.19,58.0175374014269,2004723,0.0,1.0
2019-03-06,1171.76,1174.74,1163.05,1164.94,57.806643933337,1180052,0.0,1.0
2019-03-07,1160.5,1163.58,1141.71,1150.85,57.1074700591282,1504328,0.0,1.0
2019-03-08,1133.9,1153.45,1130.2,1149.97,57.0638027057355,1184732,0.0,1.0
2019-03-11,1152.0,1179.91,1151.57,1179.26,58.5172308658188,1501633,0.0,1.0
2019-03-12,1182.3,1205.71,1182.3,1197.25,59.4099305107453,2110979,0.0,1.0
2019-03-13,1205.93,1207.12,1197.91,1199.06,59.4997463171554,1294354,0.0,1.0
2019-03-14,1199.02,1204.7,1191.23,1192.53,59.1757147061843,1365072,0.0,1.0
2019-03-15,1198.0,1201.72,1187.01,1190.3,59.0650576629277,2593338,0.0,1.0
2019-03-18,1189.69,1194.95,1181.48,1188.55,58.9782191760671,1222203,0.0,1.0
2019-03-19,1191.72,1203.41,1189.46,1202.46,59.6684610916273,1489407,0.0,1.0
2019-03-20,1201.4,1229.99,1199.59,1226.43,60.8579002516545,2075442,0.0,1.0
2019-03-21,1220.0,1236.44,1216.58,1236.13,61.3392335788245,1407480,0.0,1.0
2019-03-22,1228.85,1233.63,1206.0,1207.65,59.9259992326595,1721133,0.0,1.0
2019-03-25,1199.56,1209.44,1190.0,1197.38,59.4163813697693,1378849,0.0,1.0
2019-03-26,1205.19,1207.65,1181.76,1189.84,59.0422315463815,1537606,0.0,1.0
2019-03-27,1191.92,1191.92,1164.23,1178.01,58.4552033752041,1471402,0.0,1.0
2019-03-28,1175.5,1177.25,1163.43,1172.27,58.1703731383015,1120122,0.0,1.0
2019-03-29,1180.18,1183.97,1166.38,1176.89,58.3996267436134,1544615,0.0,1.0
2019-04-01,1187.54,1200.2,1186.36,1198.98,59.4957765577561,1385595,0.0,1.0
2019-04-02,1200.05,1205.81,1191.24,1205.54,59.8212968285019,914413,0.0,1.0
2019-04-03,1212.7,1220.6,1205.08,1210.81,60.0828047289334,1109614,0.0,1.0
2019-04-04,1211.29,1220.55,1209.04,1219.45,60.5115387440622,1051089,0.0,1.0
2019-04-05,1219.3,1220.39,1210.03,1211.45,60.1145628041282,1001044,0.0,1.0
2019-04-08,1211.11,1213.95,1204.7,1208.28,59.9572610879293,1087588,0.0,1.0
2019-04-09,1201.89,1207.15,1198.38,1202.69,59.6798741499004,983840,0.0,1.0
2019-04-10,1205.09,1208.94,1200.66,1206.45,59.8664528416694,775456,0.0,1.0
2019-04-11,1208.9,1212.74,1204.54,1209.59,60.0222658980935,849947,0.0,1.0
2019-04-12,1215.62,1223.05,1213.29,1222.73,60.6742988794351,1215610,0.0,1.0
2019-04-15,1224.09,1229.3,1214.56,1226.53,60.8628624509037,1189974,0.0,1.0
2019-04-16,1230.0,1235.98,1225.04,1231.91,61.1298287705093,1131099,0.0,1.0
2019-04-17,1237.0,1245.1,1232.9,1240.14,61.5382177687164,1518286,0.0,1.0
2019-04-18,1245.0,1245.94,1239.41,1241.47,61.6042150187304,1237788,0.0,1.0
2019-04-22,1236.67,1254.34,1233.37,1253.76,62.214069306454,954419,0.0,1.0
2019-04-23,1256.64,1274.43,1251.97,1270.59,63.0492074400901,1593449,0.0,1.0
2019-04-24,1270.59,1274.0,1259.81,1260.05,62.5261916392271,1169797,0.0,1.0
2019-04-25,1270.3,1272.8,1258.0,1267.34,62.887935964492,1567161,0.0,1.0
2019-04-26,1273.38,1278.91,1265.0,1277.42,63.3881256488088,1361419,0.0,1.0
2019-04-29,1280.51,1296.97,1271.71,1296.2,64.3200266678038,3618362,0.0,1.0
2019-04-30,1190.63,1200.98,1183.0,1198.96,59.4947841179062,6658855,0.0,1.0
2019-05-01,1197.5,1199.25,1171.68,1173.32,58.2224762304178,3717018,0.0,1.0
2019-05-02,1172.6,1179.38,1158.33,1166.51,57.884550461549,2254890,0.0,1.0
2019-05-03,1177.41,1191.4,1173.55,1189.55,59.0278411685589,2079376,0.0,1.0
2019-05-06,1172.0,1195.43,1171.16,1193.46,59.2218631592016,1588684,0.0,1.0
2019-05-07,1185.81,1194.77,1165.0,1178.86,58.4973820688221,1830238,0.0,1.0
2019-05-08,1177.29,1184.27,1167.63,1170.78,58.0964363694888,1276022,0.0,1.0
2019-05-09,1162.6,1174.07,1154.64,1167.97,57.956998570587,1477752,0.0,1.0
2019-05-10,1168.84,1176.28,1146.37,1167.64,57.9406233130647,1582460,0.0,1.0
2019-05-13,1145.24,1151.97,1125.5,1136.59,56.3998604461959,2281686,0.0,1.0
2019-05-14,1142.32,1144.87,1123.53,1124.86,55.8177944742677,2019550,0.0,1.0
2019-05-15,1122.55,1178.3,1121.4,1170.8,58.0974288093386,2965117,0.0,1.0
2019-05-16,1171.84,1194.16,1168.45,1184.5,58.7772501064756,1765388,0.0,1.0
2019-05-17,1175.83,1186.29,1166.42,1168.78,57.9971923845053,1268050,0.0,1.0
2019-05-20,1153.0,1153.0,1138.14,1144.66,56.8003099256043,1530126,0.0,1.0
2019-05-21,1154.48,1158.0,1143.31,1154.44,57.2856130121736,1028248,0.0,1.0
2019-05-22,1151.25,1163.78,1151.0,1155.85,57.355580021587,941279,0.0,1.0
2019-05-23,1146.07,1150.05,1133.16,1145.34,56.8340528804987,1260657,0.0,1.0
2019-05-24,1152.0,1154.36,1136.71,1138.61,56.5000968710292,927651,0.0,1.0
2019-05-28,1141.48,1156.49,1138.67,1139.56,56.5472377638964,1047554,0.0,1.0
2019-05-29,1132.7,1135.0,1111.95,1119.94,55.5736542712083,1811510,0.0,1.0
2019-05-30,1120.15,1126.8,1115.9,1121.41,55.6465986001712,904419,0.0,1.0
2019-05-31,1105.64,1113.4,1103.35,1106.5,54.9067346921192,1579481,0.0,1.0
2019-06-03,1066.93,1067.0,1027.03,1038.74,51.5443484808784,4844480,0.0,1.0
2019-06-04,1044.49,1058.44,1036.03,1054.49,52.3258948626234,3025564,0.0,1.0
2019-06-05,1055.0,1056.81,1033.0,1044.64,51.8371182365797,2349436,0.0,1.0
2019-06-06,1046.21,1050.0,1035.51,1047.76,51.9919388531539,1451026,0.0,1.0
2019-06-07,1054.28,1073.43,1051.15,1068.37,53.0146481184089,2191357,0.0,1.0
2019-06-10,1077.0,1094.84,1075.28,1082.76,53.7287085903651,1425464,0.0,1.0
2019-06-11,1096.99,1104.01,1079.57,1081.04,53.6433587632793,1675817,0.0,1.0
2019-06-12,1079.95,1082.52,1069.6,1079.1,53.5470920978453,1183650,0.0,1.0
2019-06-13,1084.71,1096.59,1082.57,1091.01,54.138090028422,1040661,0.0,1.0
2019-06-14,1089.74,1094.76,1081.48,1086.3,53.9043704437859,1229304,0.0,1.0
2019-06-17,1089.1,1101.28,1088.0,1093.89,54.2810013667983,988491,0.0,1.0
2019-06-18,1111.5,1118.78,1100.79,1105.24,54.8442109815796,1726312,0.0,1.0
2019-06-19,1107.24,1109.43,1096.03,1104.51,54.8079869270606,1336015,0.0,1.0
2019-06-20,1121.7,1122.72,1107.0,1113.2,55.2392020418139,1200908,0.0,1.0
2019-06-21,1109.86,1126.57,1109.72,1125.37,55.8431016904385,2538872,0.0,1.0
2019-06-24,1120.0,1123.57,1113.31,1116.7,55.412879015535,1211893,0.0,1.0
2019-06-25,1115.08,1115.7,1084.6,1087.58,53.9678865941753,1582217,0.0,1.0
2019-06-26,1091.0,1095.12,1073.69,1080.32,53.6076309286852,1734873,0.0,1.0
2019-06-27,1086.75,1088.46,1075.85,1076.63,53.4245257763907,1203914,0.0,1.0
2019-06-28,1077.23,1082.8,1073.8,1082.8,53.7306934700648,1683568,0.0,1.0
2019-07-01,1101.04,1108.59,1095.33,1100.0,54.5841917409228,1464449,0.0,1.0
2019-07-02,1104.83,1112.89,1099.67,1112.6,55.2094288463189,1031919,0.0,1.0
2019-07-03,1118.5,1127.99,1114.85,1122.99,55.7250013483081,1007718,0.0,1.0
2019-07-05,1119.37,1134.65,1117.5,1132.67,56.2053422356283,1489678,0.0,1.0
2019-07-08,1125.87,1127.21,1111.76,1116.79,55.4173449948593,1494371,0.0,1.0
2019-07-09,1110.32,1127.86,1107.15,1124.29,55.7895099385474,1473622,0.0,1.0
2019-07-10,1132.32,1142.34,1130.66,1140.91,56.6142274537603,1535546,0.0,1.0
2019-07-11,1146.16,1153.24,1139.53,1144.08,56.7715291699591,1300529,0.0,1.0
2019-07-12,1142.93,1147.5,1138.56,1145.34,56.8340528804987,1093933,0.0,1.0
2019-07-15,1145.34,1150.68,1140.0,1150.51,57.090598581681,1058431,0.0,1.0
2019-07-16,1146.73,1158.58,1146.73,1153.46,57.2369834595317,1267641,0.0,1.0
2019-07-17,1150.92,1158.44,1146.62,1146.74,56.9035236699871,976894,0.0,1.0
2019-07-18,1142.0,1148.17,1132.86,1147.24,56.928334666233,1273769,0.0,1.0
2019-07-19,1149.32,1151.58,1131.25,1131.55,56.1497656040375,1159153,0.0,1.0
2019-07-22,1135.47,1140.02,1125.21,1139.21,56.5298700665243,1446757,0.0,1.0
2019-07-23,1143.45,1148.86,1132.85,1148.05,56.9685284801513,1032438,0.0,1.0
2019-07-24,1132.62,1145.46,1128.51,1139.73,56.55567350262,1359956,0.0,1.0
2019-07-25,1138.95,1143.59,1123.71,1135.94,56.3676061510763,2738139,0.0,1.0
2019-07-26,1228.0,1268.39,1228.0,1245.22,61.7902974905745,6060795,0.0,1.0
2019-07-29,1242.5,1248.99,1230.2,1241.84,61.6225751559524,2069127,0.0,1.0
2019-07-30,1227.0,1236.91,1225.32,1228.0,60.9358067798666,1430775,0.0,1.0
2019-07-31,1224.87,1234.91,1208.18,1218.2,60.4495112534475,1997999,0.0,1.0
2019-08-01,1217.63,1236.3,1207.0,1211.78,60.1309380616504,1771271,0.0,1.0
2019-08-02,1203.0,1209.5,1190.0,1196.32,59.363782057728,1745450,0.0,1.0
2019-08-05,1172.97,1176.88,1142.75,1154.75,57.3009958298461,2391972,0.0,1.0
2019-08-06,1165.52,1181.4,1161.53,1171.08,58.1113229672363,1800707,0.0,1.0
2019-08-07,1157.8,1179.87,1150.84,1175.91,58.3509971909714,1534347,0.0,1.0
2019-08-08,1186.43,1206.28,1174.0,1206.19,59.8535511236216,1505848,0.0,1.0
2019-08-09,1199.99,1204.46,1184.89,1188.9,58.9955868734393,1020945,0.0,1.0
2019-08-12,1180.0,1185.61,1168.72,1174.5,58.2810301815581,1103243,0.0,1.0
2019-08-13,1174.35,1205.43,1172.99,1196.73,59.3841270746496,1430240,0.0,1.0
2019-08-14,1176.07,1182.79,1161.07,1164.25,57.7724047585177,1771501,0.0,1.0
2019-08-15,1168.43,1176.42,1163.0,1169.32,58.0239882604508,1430715,0.0,1.0
2019-08-16,1180.79,1183.84,1173.0,1179.21,58.5147497661942,1265187,0.0,1.0
2019-08-19,1191.83,1209.39,1190.4,1200.44,59.568224666794,1222854,0.0,1.0
2019-08-20,1195.35,1198.0,1183.05,1183.53,58.7291167737586,1010566,0.0,1.0
2019-08-21,1195.82,1200.56,1187.92,1191.58,59.1285738133171,708272,0.0,1.0
2019-08-22,1193.8,1198.78,1178.91,1191.52,59.1255964937676,867915,0.0,1.0
2019-08-23,1185.17,1195.67,1150.0,1153.58,57.2429380986307,1813141,0.0,1.0
2019-08-26,1159.45,1171.86,1154.85,1171.18,58.1162851664855,1058926,0.0,1.0
2019-08-27,1183.0,1185.0,1164.56,1170.82,58.0984212491884,1173489,0.0,1.0
2019-08-28,1164.87,1178.5,1160.25,1173.75,58.2438136871893,833830,0.0,1.0
